id_user,variant,continent,booked_previously,device,new_active_listing,new_booked_listing,new_cancelled_listing
7477,treatment,south_america,1,android,1,0,0
15651,treatment,asia,1,android,1,0,0
4671,control,europe,1,android,0,0,0
6400,treatment,north_america,1,ios,0,0,0
14666,control,africa,1,android,0,0,0
19142,treatment,south_america,1,web,0,0,0
370,treatment,south_america,1,android,0,0,0
10457,control,north_america,1,web,0,0,0
19675,treatment,australia,1,android,0,0,0
14378,treatment,north_america,1,android,0,0,0
5377,treatment,africa,1,ios,0,0,0
2985,control,south_america,1,android,0,0,0
15497,treatment,australia,1,web,1,1,0
15062,control,north_america,1,android,0,0,0
7980,treatment,europe,1,ios,0,0,0
16090,treatment,north_america,1,android,1,1,0
8535,treatment,north_america,1,android,0,0,0
14539,treatment,europe,1,android,0,0,0
14523,treatment,europe,1,android,0,0,0
9884,control,south_america,1,android,0,0,0
11458,treatment,north_america,1,ios,0,0,0
16735,control,europe,1,android,1,0,0
10825,control,africa,1,android,1,0,0
16355,control,europe,1,android,1,0,0
17364,treatment,europe,1,ios,0,0,0
18230,control,africa,1,android,0,0,0
7608,control,north_america,1,web,0,0,0
2879,treatment,south_america,1,android,1,0,0
5437,treatment,north_america,1,ios,0,0,0
15335,treatment,north_america,1,ios,0,0,0
20950,treatment,north_america,1,web,0,0,0
16253,treatment,north_america,1,ios,0,0,0
2121,treatment,africa,1,ios,1,0,0
13188,treatment,north_america,1,ios,0,0,0
12306,treatment,south_america,1,android,1,0,0
19798,treatment,north_america,1,web,0,0,0
11433,treatment,africa,1,android,1,0,0
9642,treatment,europe,1,android,0,0,0
8622,control,north_america,1,ios,0,0,0
14176,treatment,north_america,1,android,1,1,0
12562,control,north_america,1,web,0,0,0
2778,control,north_america,1,android,0,0,0
15581,treatment,europe,1,android,0,0,0
16182,treatment,north_america,1,ios,1,1,0
1081,treatment,south_america,1,ios,1,0,0
9586,control,africa,1,android,0,0,0
14279,treatment,north_america,1,web,1,1,0
16528,treatment,north_america,1,android,1,0,0
12676,control,africa,1,web,0,0,0
17508,control,north_america,1,android,1,0,0
15618,treatment,europe,1,android,0,0,0
9022,treatment,north_america,1,web,0,0,0
13595,treatment,north_america,1,ios,0,0,0
8838,control,north_america,1,android,1,0,0
16373,treatment,north_america,1,ios,1,0,0
18759,control,north_america,1,ios,1,1,0
6826,treatment,south_america,1,ios,1,0,0
12687,control,north_america,1,ios,0,0,0
941,treatment,north_america,1,ios,0,0,0
9474,treatment,north_america,1,android,0,0,0
5118,control,africa,1,android,0,0,0
1581,control,africa,1,android,0,0,0
10136,control,north_america,1,android,0,0,0
6721,treatment,north_america,1,ios,0,0,0
1874,control,north_america,1,ios,1,0,0
3844,treatment,north_america,1,ios,0,0,0
4087,control,australia,1,ios,0,0,0
4476,treatment,asia,1,android,0,0,0
8595,control,north_america,1,ios,1,0,0
7774,control,europe,1,ios,1,0,0
3520,treatment,north_america,1,ios,1,0,0
14764,treatment,north_america,1,ios,0,0,0
14112,treatment,north_america,1,ios,1,0,0
14271,treatment,north_america,1,android,1,0,0
15859,control,europe,1,ios,0,0,0
6674,treatment,north_america,1,ios,0,0,0
14375,control,north_america,1,ios,0,0,0
10905,treatment,north_america,1,ios,0,0,0
18848,treatment,europe,1,ios,0,0,0
7425,treatment,north_america,1,android,0,0,0
20173,control,north_america,1,ios,0,0,0
17374,treatment,north_america,1,ios,0,0,0
492,treatment,north_america,1,ios,0,0,0
13968,treatment,north_america,1,android,0,0,0
6944,treatment,south_america,1,android,0,0,0
20036,control,asia,1,web,0,0,0
11371,treatment,africa,1,android,0,0,0
18793,treatment,north_america,1,ios,1,1,0
12747,control,north_america,1,android,0,0,0
17421,treatment,australia,1,ios,0,0,0
17366,control,north_america,1,android,0,0,0
4016,control,north_america,1,android,0,0,0
6230,treatment,north_america,1,ios,1,0,0
912,treatment,africa,1,android,0,0,0
8506,control,europe,1,web,0,0,0
18146,treatment,north_america,1,android,1,1,0
8930,treatment,africa,1,android,0,0,0
18536,control,north_america,1,ios,1,1,0
4115,control,north_america,1,android,0,0,0
12311,treatment,north_america,1,android,1,1,0
19771,control,europe,1,ios,0,0,0
17133,treatment,north_america,1,ios,0,0,0
18942,control,europe,1,android,0,0,0
20805,control,europe,1,android,1,0,0
1500,treatment,australia,1,ios,1,1,0
11763,treatment,south_america,1,web,1,1,0
16706,treatment,europe,1,android,0,0,0
1602,control,europe,1,ios,0,0,0
3498,control,europe,1,android,0,0,0
19382,treatment,north_america,1,ios,0,0,0
13537,control,africa,1,android,0,0,0
4910,control,north_america,1,android,1,0,0
12463,treatment,north_america,1,android,0,0,0
11155,control,north_america,1,ios,0,0,0
15793,treatment,north_america,1,android,0,0,0
13706,control,north_america,1,ios,0,0,0
3586,control,north_america,1,ios,0,0,0
7240,control,north_america,1,ios,0,0,0
10500,control,north_america,1,android,0,0,0
3863,treatment,south_america,1,android,1,0,0
13882,control,north_america,1,android,1,1,0
13059,treatment,africa,1,web,0,0,0
3948,control,north_america,1,android,1,1,0
11460,treatment,europe,1,android,0,0,0
15261,control,north_america,1,ios,0,0,0
9577,control,south_america,1,android,0,0,0
16661,treatment,europe,1,ios,0,0,0
17230,treatment,north_america,1,web,0,0,0
17922,control,europe,1,web,0,0,0
9505,control,north_america,1,ios,0,0,0
20801,control,north_america,1,ios,0,0,0
17528,control,europe,1,android,0,0,0
23,treatment,north_america,1,ios,1,1,1
13841,treatment,north_america,1,web,0,0,0
13009,control,north_america,1,ios,0,0,0
15219,treatment,north_america,1,ios,1,0,0
17510,control,north_america,1,android,0,0,0
7492,treatment,africa,1,android,0,0,0
20787,treatment,europe,1,android,1,1,0
2462,treatment,north_america,1,android,0,0,0
5544,treatment,north_america,1,android,1,1,0
3719,treatment,asia,1,android,0,0,0
20790,control,europe,1,ios,0,0,0
354,control,africa,1,android,0,0,0
16637,control,north_america,1,web,1,0,0
811,treatment,australia,1,ios,0,0,0
900,treatment,north_america,1,android,1,1,1
711,treatment,europe,1,android,1,1,0
18674,treatment,north_america,1,android,0,0,0
5398,control,europe,1,android,1,0,0
20337,control,africa,1,android,0,0,0
3375,control,africa,1,android,1,1,0
3479,treatment,north_america,1,ios,1,0,0
4205,treatment,europe,1,ios,1,0,0
11120,treatment,north_america,1,android,0,0,0
2017,treatment,south_america,1,web,1,1,0
14806,control,africa,1,android,0,0,0
12899,treatment,australia,1,ios,0,0,0
9943,control,north_america,1,android,0,0,0
19604,treatment,africa,1,android,0,0,0
4023,treatment,north_america,1,ios,0,0,0
18915,treatment,africa,1,android,1,0,0
17574,control,europe,1,android,1,0,0
14973,treatment,europe,1,ios,0,0,0
17428,control,north_america,1,ios,1,0,0
14289,treatment,north_america,1,android,1,1,0
5628,control,africa,1,web,0,0,0
10160,treatment,north_america,1,android,1,1,0
6537,control,north_america,1,web,0,0,0
8175,control,north_america,1,ios,1,1,0
10437,control,australia,1,web,1,0,0
5730,control,europe,1,android,1,0,0
7261,control,europe,1,web,1,1,0
20372,control,north_america,1,android,0,0,0
9436,treatment,north_america,1,android,0,0,0
1032,control,europe,1,android,0,0,0
14993,treatment,north_america,1,android,1,0,0
16164,treatment,north_america,1,ios,0,0,0
7028,treatment,north_america,1,ios,1,1,0
19827,treatment,south_america,1,android,0,0,0
14803,control,europe,1,android,0,0,0
8236,control,australia,1,ios,1,0,0
1507,control,north_america,1,android,0,0,0
5642,treatment,north_america,1,android,0,0,0
16937,control,europe,1,android,0,0,0
10568,control,north_america,1,web,1,0,0
14968,treatment,asia,1,android,0,0,0
5706,control,africa,1,web,1,0,0
17611,control,north_america,1,ios,1,1,0
10611,treatment,south_america,1,android,0,0,0
12900,treatment,europe,1,android,1,1,0
10927,control,asia,1,android,1,0,0
9811,control,north_america,1,ios,0,0,0
8866,control,south_america,1,android,0,0,0
5974,treatment,north_america,1,android,0,0,0
18217,treatment,europe,1,android,1,1,0
5063,treatment,north_america,1,ios,1,0,0
915,control,north_america,1,web,1,0,0
1961,treatment,north_america,1,android,0,0,0
19753,treatment,north_america,1,ios,1,0,0
12540,control,africa,1,android,0,0,0
15584,treatment,north_america,1,android,0,0,0
18296,treatment,south_america,1,android,0,0,0
12283,treatment,north_america,1,android,1,1,0
2229,treatment,south_america,1,android,0,0,0
4723,treatment,north_america,1,ios,1,0,0
17409,treatment,africa,1,android,1,1,0
12181,treatment,europe,1,android,0,0,0
11007,control,north_america,1,ios,0,0,0
10946,treatment,north_america,1,ios,0,0,0
2085,treatment,north_america,1,android,0,0,0
18115,control,europe,1,ios,1,1,0
12672,treatment,north_america,1,android,1,1,0
7461,control,north_america,1,android,0,0,0
17547,control,south_america,1,web,0,0,0
1508,treatment,asia,1,web,1,1,0
4771,treatment,north_america,1,android,1,1,0
10346,treatment,north_america,1,ios,0,0,0
8608,control,north_america,1,ios,0,0,0
18177,control,europe,1,android,0,0,0
2883,treatment,europe,1,android,1,0,0
18720,control,south_america,1,android,0,0,0
6251,treatment,africa,1,web,1,0,0
3048,treatment,north_america,1,ios,0,0,0
2695,treatment,europe,1,android,1,0,0
15738,treatment,north_america,1,ios,1,1,0
11166,treatment,north_america,1,ios,0,0,0
17888,control,north_america,1,ios,1,0,0
17765,treatment,north_america,1,ios,0,0,0
20394,control,north_america,1,android,0,0,0
7527,treatment,europe,1,web,0,0,0
5413,control,north_america,1,ios,1,0,0
5510,control,north_america,1,android,1,1,0
19296,control,north_america,1,android,0,0,0
7383,treatment,north_america,1,ios,0,0,0
6585,treatment,africa,1,web,1,0,0
3468,control,north_america,1,web,1,0,0
18219,control,north_america,1,ios,0,0,0
15982,treatment,europe,1,ios,1,0,0
17442,treatment,south_america,1,android,0,0,0
9464,control,europe,1,android,1,1,0
7424,control,north_america,1,ios,0,0,0
15752,control,north_america,1,ios,0,0,0
6362,control,north_america,1,ios,1,1,0
4296,control,north_america,1,web,1,0,0
19609,treatment,north_america,1,ios,0,0,0
10771,control,north_america,1,android,0,0,0
13684,control,europe,1,ios,0,0,0
20696,treatment,south_america,1,android,0,0,0
20846,treatment,north_america,1,ios,0,0,0
9435,control,africa,1,android,0,0,0
12247,treatment,north_america,1,android,1,0,0
11475,control,north_america,1,ios,0,0,0
13901,control,europe,1,android,1,0,0
12085,control,north_america,1,ios,1,0,0
12014,treatment,australia,1,ios,1,0,0
10647,control,north_america,1,android,0,0,0
4551,treatment,north_america,1,android,1,1,0
17729,treatment,europe,1,android,0,0,0
5604,treatment,asia,1,android,1,0,0
545,treatment,north_america,1,android,1,0,0
5819,control,north_america,1,ios,1,1,0
10741,control,north_america,1,android,1,0,0
13497,treatment,north_america,1,android,1,1,0
20070,control,north_america,1,ios,1,0,0
4995,control,europe,1,ios,0,0,0
6127,control,north_america,1,android,0,0,0
1481,treatment,south_america,1,android,1,1,0
18463,control,north_america,1,ios,1,0,0
4391,control,europe,1,ios,1,1,0
15134,treatment,north_america,1,ios,0,0,0
1748,treatment,north_america,1,web,0,0,0
10556,control,north_america,1,ios,1,0,0
19390,treatment,africa,1,android,1,1,0
18036,treatment,europe,1,ios,1,1,0
5474,control,north_america,1,android,0,0,0
8097,treatment,europe,1,android,1,0,0
13269,treatment,europe,1,ios,0,0,0
1049,treatment,australia,1,ios,1,1,1
17786,control,europe,1,ios,0,0,0
15323,control,south_america,1,android,1,1,0
20136,treatment,europe,1,android,0,0,0
15104,treatment,europe,1,ios,1,0,0
2781,control,europe,1,android,1,0,0
9643,control,north_america,1,android,1,0,0
1080,control,north_america,1,android,0,0,0
3357,control,australia,1,ios,1,0,0
9231,control,north_america,1,ios,0,0,0
7427,control,south_america,1,web,1,1,0
12628,control,north_america,1,web,0,0,0
5648,control,africa,1,android,0,0,0
3796,control,north_america,1,ios,0,0,0
7514,treatment,europe,1,android,0,0,0
19671,treatment,europe,1,android,1,1,0
3793,control,north_america,1,android,0,0,0
5698,control,africa,1,ios,0,0,0
13464,treatment,europe,1,web,1,0,0
12871,treatment,north_america,1,ios,1,1,0
11924,treatment,asia,1,ios,0,0,0
18027,control,north_america,1,ios,1,0,0
15256,treatment,north_america,1,ios,1,0,0
12785,treatment,africa,1,android,1,0,0
9033,treatment,north_america,1,android,0,0,0
10640,treatment,europe,1,android,0,0,0
20469,treatment,europe,1,web,1,0,0
5687,control,europe,1,android,1,1,0
2911,treatment,europe,1,android,0,0,0
9113,control,australia,1,ios,0,0,0
5678,control,south_america,1,android,0,0,0
13420,control,north_america,1,ios,0,0,0
9316,control,europe,1,android,1,0,0
2287,control,europe,1,android,0,0,0
17845,control,europe,1,web,1,1,0
4980,treatment,north_america,1,android,0,0,0
7535,control,north_america,1,ios,1,0,0
17885,control,north_america,1,android,0,0,0
121,control,europe,1,android,1,1,0
16744,treatment,north_america,1,ios,0,0,0
9146,control,europe,1,android,0,0,0
10185,treatment,north_america,1,web,1,1,0
6233,treatment,asia,1,android,0,0,0
18707,control,europe,1,ios,0,0,0
11784,control,asia,1,android,0,0,0
2556,treatment,south_america,1,android,1,0,0
11027,treatment,europe,1,android,0,0,0
11600,treatment,north_america,1,ios,0,0,0
4973,treatment,europe,1,android,1,1,0
1375,control,europe,1,android,0,0,0
20055,treatment,europe,1,ios,1,0,0
14315,treatment,europe,1,android,0,0,0
3187,treatment,africa,1,android,0,0,0
366,control,africa,1,android,0,0,0
8430,treatment,north_america,1,android,0,0,0
10056,treatment,north_america,1,ios,0,0,0
8318,control,north_america,1,android,0,0,0
20871,treatment,north_america,1,ios,1,0,0
15237,control,europe,1,android,0,0,0
16618,control,north_america,1,ios,0,0,0
11605,control,europe,1,android,1,1,0
17630,treatment,australia,1,ios,0,0,0
7180,treatment,north_america,1,web,1,1,0
5141,treatment,australia,1,ios,1,0,0
4275,control,africa,1,ios,0,0,0
15227,treatment,north_america,1,ios,1,1,0
5006,treatment,north_america,1,ios,0,0,0
18377,treatment,europe,1,android,1,0,0
3552,control,north_america,1,android,0,0,0
10212,control,north_america,1,web,1,0,0
3692,control,europe,1,ios,0,0,0
8039,control,north_america,1,ios,0,0,0
5046,treatment,europe,1,android,0,0,0
1047,treatment,north_america,1,ios,1,0,0
3497,control,europe,1,ios,1,0,0
4414,treatment,north_america,1,ios,1,0,0
5554,control,north_america,1,ios,0,0,0
4710,treatment,europe,1,android,1,0,0
5529,treatment,north_america,1,android,0,0,0
8055,treatment,europe,1,ios,0,0,0
19303,treatment,africa,1,android,0,0,0
8695,control,africa,1,ios,1,0,0
15635,control,north_america,1,ios,0,0,0
10799,control,africa,1,ios,0,0,0
8088,treatment,europe,1,android,0,0,0
12054,control,south_america,1,web,0,0,0
6647,treatment,north_america,1,ios,1,1,0
18967,control,africa,1,android,0,0,0
4583,treatment,asia,1,android,0,0,0
8459,control,north_america,1,android,1,0,0
6005,control,europe,1,android,1,0,0
6829,treatment,north_america,1,ios,1,1,0
9152,treatment,europe,1,android,0,0,0
20962,control,north_america,1,ios,0,0,0
8648,control,europe,1,android,0,0,0
17148,treatment,europe,1,android,0,0,0
5758,control,north_america,1,ios,0,0,0
7163,treatment,africa,1,android,1,0,0
13630,treatment,north_america,1,android,0,0,0
14504,control,europe,1,android,1,1,0
17471,treatment,north_america,1,ios,1,1,0
15351,treatment,north_america,1,ios,0,0,0
17124,treatment,north_america,1,ios,0,0,0
1140,treatment,north_america,1,ios,0,0,0
14393,control,north_america,1,web,0,0,0
6726,treatment,australia,1,android,1,0,0
6211,control,north_america,1,android,0,0,0
16577,control,africa,1,android,1,1,0
3176,control,north_america,1,ios,0,0,0
13742,control,south_america,1,ios,1,1,0
50,control,north_america,1,android,1,0,0
14864,control,africa,1,android,0,0,0
20802,control,north_america,1,android,0,0,0
14733,treatment,north_america,1,ios,0,0,0
5533,treatment,north_america,1,android,0,0,0
18241,control,north_america,1,ios,0,0,0
6067,control,north_america,1,android,1,1,0
4596,treatment,europe,1,android,0,0,0
3753,treatment,europe,1,android,1,1,1
1245,control,europe,1,ios,0,0,0
5756,control,south_america,1,android,1,0,0
6970,control,europe,1,android,0,0,0
18538,treatment,australia,1,ios,0,0,0
4306,treatment,north_america,1,ios,1,1,0
9926,treatment,africa,1,web,0,0,0
2802,treatment,north_america,1,web,1,0,0
1697,control,north_america,1,ios,1,1,0
18984,treatment,africa,1,ios,0,0,0
6134,control,north_america,1,web,0,0,0
20109,control,europe,1,android,1,1,0
10071,treatment,africa,1,android,0,0,0
9779,control,africa,1,android,1,1,0
1867,control,north_america,1,android,1,1,0
2664,treatment,north_america,1,android,1,1,0
5754,control,asia,1,android,1,0,0
16490,treatment,north_america,1,ios,0,0,0
18880,treatment,south_america,1,android,0,0,0
19831,control,australia,1,android,1,0,0
9762,control,europe,1,android,0,0,0
952,control,europe,1,android,0,0,0
20032,control,north_america,1,ios,0,0,0
2216,treatment,europe,1,android,0,0,0
20549,treatment,europe,1,android,1,0,0
6631,treatment,south_america,1,android,1,1,0
3999,treatment,australia,1,ios,1,0,0
8216,treatment,north_america,1,ios,1,1,0
11202,treatment,north_america,1,ios,1,1,0
11869,control,north_america,1,ios,1,0,0
17622,treatment,north_america,1,web,0,0,0
5450,treatment,south_america,1,android,0,0,0
1530,control,north_america,1,ios,0,0,0
14847,control,europe,1,android,0,0,0
2723,treatment,africa,1,android,1,0,0
2080,control,australia,1,ios,1,1,0
14846,control,africa,1,android,0,0,0
14592,control,europe,1,ios,1,0,0
11975,control,europe,1,android,0,0,0
20490,control,australia,1,ios,1,0,0
18341,treatment,north_america,1,ios,0,0,0
16116,treatment,europe,1,ios,1,1,0
3332,treatment,north_america,1,ios,0,0,0
18384,control,north_america,1,ios,0,0,0
14111,control,europe,1,android,0,0,0
2499,control,north_america,1,ios,1,0,0
9021,control,australia,1,android,1,1,0
1329,treatment,north_america,1,web,0,0,0
5155,treatment,north_america,1,ios,0,0,0
8185,treatment,europe,1,ios,0,0,0
5690,treatment,europe,1,web,1,1,0
13711,treatment,north_america,1,ios,1,1,0
12715,control,europe,1,android,0,0,0
18498,control,south_america,1,web,1,1,0
18365,control,europe,1,android,0,0,0
892,control,north_america,1,ios,1,0,0
13157,treatment,north_america,1,android,1,1,0
12512,control,europe,1,android,0,0,0
3008,control,europe,1,android,1,1,0
19201,treatment,north_america,1,web,0,0,0
18009,treatment,north_america,1,android,1,1,0
20853,control,north_america,1,android,0,0,0
16463,control,north_america,1,ios,0,0,0
5044,treatment,north_america,1,ios,1,1,0
15345,treatment,north_america,1,android,0,0,0
11823,control,europe,1,ios,0,0,0
14700,treatment,south_america,1,android,1,1,0
11778,control,europe,1,android,0,0,0
14747,control,asia,1,android,1,1,0
10429,treatment,europe,1,android,0,0,0
14371,control,north_america,1,android,1,1,0
8790,treatment,north_america,1,web,1,1,0
11124,control,north_america,1,ios,0,0,0
9531,treatment,asia,1,android,0,0,0
20124,control,north_america,1,ios,0,0,0
9767,control,europe,1,android,0,0,0
19502,treatment,europe,1,android,1,1,0
6374,treatment,north_america,1,android,1,1,1
12356,control,north_america,1,web,0,0,0
10756,control,south_america,1,android,0,0,0
20352,treatment,asia,1,android,0,0,0
18320,control,europe,1,android,0,0,0
1105,control,north_america,1,android,0,0,0
18287,treatment,europe,1,android,0,0,0
2616,treatment,north_america,1,android,1,0,0
16229,control,north_america,1,ios,1,0,0
12020,control,africa,1,android,0,0,0
14979,control,africa,1,android,0,0,0
19490,treatment,africa,1,ios,1,1,0
18969,control,europe,1,android,0,0,0
9703,control,south_america,1,android,0,0,0
7929,treatment,north_america,1,web,1,0,0
7090,treatment,africa,1,web,0,0,0
18670,control,europe,1,android,0,0,0
8357,treatment,north_america,1,android,0,0,0
8326,control,south_america,1,android,1,1,0
19091,treatment,north_america,1,android,0,0,0
3924,control,europe,1,ios,0,0,0
11798,control,south_america,1,android,0,0,0
2308,treatment,north_america,1,web,0,0,0
9459,treatment,north_america,1,ios,0,0,0
9565,control,north_america,1,web,0,0,0
11611,control,europe,1,android,0,0,0
11792,control,south_america,1,android,1,1,0
3298,control,europe,1,ios,0,0,0
8729,treatment,europe,1,android,0,0,0
17757,control,europe,1,ios,0,0,0
18892,control,asia,1,android,0,0,0
18706,treatment,europe,1,android,0,0,0
15857,control,north_america,1,ios,1,0,0
12452,treatment,europe,1,android,0,0,0
864,control,north_america,1,android,0,0,0
12714,control,europe,1,android,0,0,0
3955,treatment,australia,1,android,0,0,0
2634,treatment,north_america,1,android,1,0,0
13647,control,south_america,1,android,1,0,0
12180,control,australia,1,ios,1,1,0
1927,treatment,north_america,1,ios,1,1,0
18440,control,europe,1,android,1,0,0
2709,control,north_america,1,android,1,1,0
16228,treatment,europe,1,android,1,0,0
7784,control,north_america,1,web,1,0,0
10017,treatment,north_america,1,ios,0,0,0
13575,treatment,europe,1,ios,1,0,0
12699,treatment,australia,1,ios,0,0,0
14537,treatment,north_america,1,ios,0,0,0
1166,treatment,africa,1,android,1,0,0
3544,control,north_america,1,web,1,1,0
936,treatment,north_america,1,android,1,0,0
