id_user,variant,continent,booked_previously,device,new_active_listing,new_booked_listing,new_cancelled_listing,hrs_in_exp
10986,treatment,north_america,0,android,0,0,0,44.78720202407223
6946,control,north_america,1,android,1,0,0,13.451757913491416
44146,treatment,north_america,1,android,0,0,0,41.22382580032239
25079,treatment,north_america,0,android,0,0,0,4.288763886600559
19703,treatment,australia,0,android,1,0,0,32.94446464741103
20794,control,north_america,0,android,1,0,0,12.318219282255749
13473,treatment,south_america,0,android,0,0,0,39.60452730028814
60374,treatment,north_america,0,android,0,0,0,10.651924137011132
54580,treatment,north_america,0,android,0,0,0,19.07404622941608
46162,control,australia,0,android,1,0,0,23.71678747791775
50819,treatment,africa,0,android,0,0,0,43.74017951949177
37313,control,north_america,0,android,1,0,0,45.13022240603885
7157,treatment,north_america,0,android,1,0,0,28.208752026772547
40319,control,north_america,0,android,1,1,0,11.202322294770388
13693,treatment,africa,0,android,0,0,0,24.97068820108725
48517,treatment,north_america,0,android,1,0,0,30.566836463175527
51111,treatment,north_america,0,android,1,0,0,10.576962495768385
5363,control,europe,0,android,1,0,0,22.77551805241229
2534,treatment,australia,0,android,1,0,0,42.41169466221942
32145,treatment,north_america,1,android,0,0,0,22.892090504505354
1477,control,europe,1,android,1,0,0,5.412662241537521
25579,treatment,south_america,0,android,1,0,0,36.04080487658937
51125,control,north_america,0,android,1,0,0,2.1555359493028736
21728,control,south_america,0,android,1,0,0,32.311758963390304
28412,control,north_america,1,android,1,0,0,4.588841192618849
52643,treatment,australia,0,android,0,0,0,36.61276905335703
37285,control,north_america,1,android,1,0,0,40.20972940122609
18957,treatment,north_america,0,android,0,0,0,1.3947978315154348
45805,control,europe,0,android,0,0,0,3.6057638976677535
35302,treatment,australia,0,android,1,0,0,10.276226121374387
6761,treatment,europe,0,android,0,0,0,28.709463064780365
562,treatment,asia,1,android,0,0,0,40.61414336816743
24225,treatment,europe,1,android,0,0,0,42.70642712542172
4496,control,north_america,0,android,0,0,0,3.6707733565574174
27941,treatment,north_america,0,android,0,0,0,32.481168950653554
50442,treatment,north_america,1,android,0,0,0,5.475060290260739
55977,treatment,north_america,0,android,0,0,0,37.88690722426357
51146,treatment,north_america,0,android,0,0,0,20.23173349186948
37367,control,north_america,0,android,1,0,0,27.73557862783812
30456,control,europe,0,android,1,0,0,47.44642834237053
9960,control,europe,0,android,1,0,0,1.6522130314020835
40407,treatment,north_america,0,android,0,0,0,36.16106776485231
26954,treatment,europe,0,android,0,0,0,24.077045856055207
8128,control,north_america,1,android,1,0,0,22.620520159734685
34370,treatment,north_america,0,android,0,0,0,14.41950129734714
13092,control,north_america,0,android,1,0,0,39.44266519903615
24194,control,north_america,0,android,1,0,0,46.17815673850318
48158,control,south_america,0,android,1,0,0,21.486738034677234
47487,treatment,north_america,0,android,0,0,0,35.131398685393734
32143,treatment,north_america,1,android,0,0,0,13.845464022101472
10057,treatment,north_america,0,android,0,0,0,30.403550460977563
57638,control,north_america,0,android,1,0,0,20.22219221777705
14144,control,north_america,0,android,1,0,0,17.94943776856903
15973,control,north_america,0,android,1,1,0,32.16646087307169
22806,control,north_america,0,android,1,0,0,23.798450025806986
13408,treatment,africa,0,android,0,0,0,41.70179707971994
60363,control,north_america,0,android,1,0,0,11.87644114155895
44998,control,north_america,0,android,1,0,0,7.349015458908842
39463,treatment,south_america,0,android,0,0,0,20.80176083046652
14540,control,north_america,1,android,1,0,0,4.523561962459838
31112,treatment,north_america,1,android,0,0,0,2.205007573948368
15367,control,north_america,0,android,1,0,0,30.79640727108272
12207,treatment,africa,0,android,0,0,0,37.26241048565188
18451,control,africa,0,android,0,0,0,41.92337721753821
11271,control,north_america,0,android,1,0,0,11.925831233408951
50472,control,north_america,1,android,1,0,0,9.291345271461507
11204,control,south_america,0,android,1,0,0,3.7764259926681794
45955,treatment,europe,0,android,0,0,0,8.18083819193046
37242,control,north_america,0,android,0,0,0,1.006817185424073
58651,treatment,south_america,0,android,1,0,0,9.025101716121805
30432,treatment,north_america,0,android,1,0,0,38.29624027477471
52144,control,north_america,0,android,1,0,0,38.720881438170565
11548,treatment,north_america,0,android,0,0,0,47.58382888163165
26011,control,australia,0,android,1,0,0,9.086290990723118
52762,treatment,europe,0,android,0,0,0,40.25142472534695
1971,treatment,north_america,0,android,1,0,0,28.34206995150628
11288,control,south_america,1,android,1,0,0,33.55024335128242
50899,treatment,asia,0,android,1,0,0,22.36180500152375
32976,control,africa,0,android,0,0,0,0.826080906325641
38933,treatment,north_america,0,android,0,0,0,17.736177420413558
19700,control,north_america,0,android,0,0,0,22.37925317372817
43137,control,europe,1,android,1,0,0,1.4727436554711395
14006,control,north_america,1,android,1,0,0,38.94864776753796
49117,treatment,south_america,0,android,0,0,0,45.16218180727675
52404,treatment,australia,0,android,1,0,0,12.421589355281752
31631,control,south_america,0,android,0,0,0,30.81993772423729
46280,treatment,europe,1,android,0,0,0,46.44334318297682
3191,treatment,europe,0,android,0,0,0,6.683210729497162
40177,treatment,south_america,0,android,1,0,0,16.76862275472494
32714,treatment,north_america,0,android,0,0,0,28.01925342536429
7589,treatment,europe,1,android,1,0,0,44.03924582155297
31497,treatment,asia,1,android,0,0,0,2.952245727015628
18484,control,europe,0,android,1,0,0,18.09826881849164
59655,treatment,africa,0,android,0,0,0,41.217304872164064
56568,treatment,north_america,0,android,1,0,0,8.158509561492398
34416,treatment,north_america,1,android,0,0,0,19.347042726854667
28803,treatment,south_america,0,android,0,0,0,2.289217262380757
42218,control,europe,0,android,1,0,0,17.3725557004387
22173,treatment,africa,1,android,0,0,0,38.51489259854796
40925,treatment,north_america,0,android,0,0,0,0.90230712096009
32709,treatment,africa,0,android,0,0,0,31.875221355887717
20253,treatment,australia,0,android,1,1,0,43.72276756481489
8067,control,north_america,1,android,0,0,0,42.12462654123652
36563,control,africa,1,android,1,0,0,4.828682533398187
54419,treatment,north_america,0,android,0,0,0,0.6811217474375343
56704,control,north_america,0,android,0,0,0,17.883479559888116
46575,treatment,europe,0,android,0,0,0,42.85769032118957
47116,control,europe,0,android,0,0,0,2.054343052416842
15839,control,asia,0,android,1,0,0,37.95317671237613
59869,control,europe,0,android,1,0,0,6.7221808331335815
28872,treatment,north_america,0,android,1,0,0,16.212686537400646
28708,control,australia,0,android,1,0,0,10.18121642108028
42030,treatment,north_america,0,android,0,0,0,2.5233963670458746
19407,treatment,north_america,0,android,1,0,0,9.782899250044649
50206,control,north_america,0,android,1,1,0,15.04103431332686
29272,treatment,north_america,0,android,1,0,0,3.376483836700298
21653,control,south_america,1,android,1,0,0,1.2228916707215605
5297,control,europe,1,android,0,0,0,42.90231412690745
47048,treatment,south_america,1,android,1,0,0,20.89392610968321
26972,treatment,south_america,0,android,1,0,0,0.7546676511341495
11608,control,europe,0,android,1,0,0,7.007525753749816
19438,control,europe,1,android,1,0,0,25.138852876347084
8292,control,europe,0,android,1,0,0,22.283662973314847
46809,control,north_america,0,android,1,1,0,34.031929294028934
2335,control,africa,0,android,1,0,0,29.395022358458387
50926,treatment,north_america,1,android,1,0,0,2.590063502832749
45119,control,north_america,1,android,1,1,0,47.43900048592052
28042,treatment,north_america,0,android,0,0,0,43.66167088855146
47309,control,europe,0,android,1,0,0,7.283073844471865
20477,treatment,north_america,0,android,0,0,0,45.270909594730185
56524,treatment,south_america,0,android,0,0,0,1.1236014517787567
42837,treatment,north_america,0,android,0,0,0,3.5448483009973337
20629,treatment,europe,0,android,0,0,0,16.31589224584629
28774,treatment,north_america,0,android,1,0,0,17.441109467024557
4562,treatment,africa,0,android,0,0,0,35.179343694927475
46388,treatment,europe,0,android,1,0,0,24.37368836016869
48519,treatment,north_america,0,android,0,0,0,46.23454715869097
8010,control,north_america,0,android,0,0,0,15.005837815609391
58415,control,asia,1,android,1,0,0,19.369366929928443
34822,treatment,europe,0,android,1,0,0,41.75208829377954
11249,control,africa,0,android,1,0,0,31.92097800957449
1475,control,north_america,0,android,1,0,0,40.24127005532608
9928,control,europe,0,android,1,0,0,7.778011462821964
2073,treatment,europe,0,android,0,0,0,26.795664065418972
27927,treatment,north_america,0,android,1,0,0,45.98816393995259
26121,control,north_america,0,android,1,0,0,5.899556185630321
56038,treatment,north_america,0,android,1,0,0,2.2729098311929445
42385,control,europe,0,android,0,0,0,0.0538277527770801
59181,treatment,africa,1,android,0,0,0,8.73575631343149
12697,control,north_america,0,android,1,0,0,31.02517162612536
52010,treatment,europe,0,android,0,0,0,34.310964426372536
12759,treatment,europe,0,android,0,0,0,16.734498572185615
46260,treatment,north_america,1,android,0,0,0,22.15352703053761
5030,treatment,north_america,0,android,1,0,0,29.950717202474976
2729,treatment,south_america,1,android,0,0,0,42.92268725898312
11520,control,africa,0,android,1,0,0,6.772355244725359
41891,treatment,north_america,0,android,0,0,0,6.962858555604538
27574,control,north_america,0,android,1,0,0,16.944890695556406
60334,treatment,europe,0,android,0,0,0,24.15137333963412
29562,control,south_america,0,android,1,0,0,14.349173158994494
40667,treatment,south_america,0,android,1,0,0,28.3541402759855
3772,control,europe,0,android,0,0,0,8.39039054334639
29028,treatment,australia,0,android,1,0,0,12.585764222307125
27541,treatment,north_america,0,android,0,0,0,38.58937733075837
28282,control,asia,0,android,0,0,0,18.459715559844728
18609,treatment,africa,0,android,0,0,0,29.969929671681832
41718,control,north_america,0,android,1,0,0,10.642329710246967
39420,treatment,europe,0,android,0,0,0,42.43958904033611
20507,control,africa,0,android,1,0,0,13.452608006994904
47675,control,north_america,0,android,0,0,0,0.3865593125456099
18697,treatment,north_america,0,android,0,0,0,30.29905564473213
42153,treatment,asia,0,android,0,0,0,11.297723191938084
43479,treatment,north_america,0,android,1,0,0,45.08974518904539
4011,control,europe,0,android,1,0,0,23.490587316014
47516,treatment,north_america,1,android,1,0,0,2.072913820870373
20454,treatment,north_america,0,android,0,0,0,0.8954550382783694
29766,treatment,europe,0,android,0,0,0,6.848766386330621
37077,control,north_america,0,android,1,0,0,35.93015124743166
209,control,australia,0,android,1,0,0,17.84521720986659
12654,control,europe,1,android,1,0,0,28.21084247080302
34757,control,north_america,0,android,1,0,0,45.64873137270977
6346,control,europe,1,android,1,0,0,31.87942453903502
18301,treatment,north_america,0,android,1,0,0,16.62989766543711
37982,treatment,europe,0,android,0,0,0,18.88436998838936
7811,treatment,north_america,0,android,0,0,0,13.066898983864691
43500,treatment,north_america,1,android,0,0,0,20.346917275504705
49299,control,south_america,0,android,1,0,0,12.581653262629196
14473,treatment,south_america,0,android,0,0,0,22.945961196191263
56494,control,north_america,0,android,1,0,0,17.244242860615614
21831,treatment,north_america,0,android,1,0,0,24.858242289426585
1026,treatment,asia,0,android,1,0,0,24.06236141011248
5664,control,europe,1,android,0,0,0,6.8192152609206165
4567,treatment,europe,0,android,1,0,0,31.4209565447733
37912,control,africa,0,android,1,0,0,27.29924776743332
8125,treatment,europe,0,android,0,0,0,32.66802382686702
1728,treatment,north_america,0,android,1,0,0,10.170382147836468
40165,control,europe,0,android,1,0,0,34.477645952773585
40889,control,europe,0,android,0,0,0,18.517305872234157
1387,control,north_america,0,android,1,0,0,22.40346275726938
52131,control,north_america,0,android,1,0,0,31.967178719181103
2630,treatment,north_america,0,android,0,0,0,39.97458113240847
13504,control,europe,0,android,1,0,0,5.178282204044448
29877,control,north_america,1,android,0,0,0,28.51027601221773
34376,control,europe,0,android,1,0,0,21.69790340206756
54504,treatment,north_america,1,android,0,0,0,22.32441116410265
18556,control,europe,0,android,1,0,0,29.02382998643856
53456,control,europe,0,android,0,0,0,9.97308508600748
29931,control,north_america,0,android,1,0,0,13.136283700825643
34524,control,europe,0,android,1,0,0,30.30889338254252
59409,treatment,north_america,0,android,0,0,0,12.275665737152996
16074,control,europe,0,android,0,0,0,0.6419020457260239
58239,control,europe,0,android,1,0,0,41.204733466904685
15433,control,north_america,0,android,1,0,0,21.9022150310568
28369,treatment,europe,0,android,0,0,0,31.034425679178973
22669,treatment,north_america,0,android,0,0,0,30.33952974468798
18551,control,north_america,1,android,1,0,0,19.69559653001241
34147,control,europe,0,android,0,0,0,32.57238456252407
29868,treatment,north_america,0,android,1,0,0,23.6721436949274
3013,control,europe,0,android,1,0,0,44.18221933506722
53184,treatment,north_america,0,android,1,0,0,8.891102998288972
37150,control,asia,0,android,1,0,0,29.213720589659157
27351,control,north_america,0,android,1,0,0,15.144673622157724
44177,treatment,europe,1,android,0,0,0,23.762444928144863
55740,control,africa,0,android,0,0,0,5.473718887771077
53023,treatment,europe,0,android,0,0,0,29.79753296632096
31839,treatment,europe,1,android,0,0,0,11.462867492683316
10123,treatment,north_america,0,android,0,0,0,9.591006437113473
19430,control,south_america,0,android,1,0,0,19.987612265636585
3682,control,south_america,0,android,1,0,0,19.037726527439936
59595,control,north_america,0,android,0,0,0,8.722044886777356
38503,control,europe,1,android,1,0,0,15.433007854006227
43755,control,north_america,0,android,1,0,0,46.52436639188013
46417,treatment,north_america,0,android,0,0,0,1.5207386740619182
23199,control,europe,0,android,1,0,0,7.603206022376912
33575,control,asia,0,android,1,0,0,37.47081672843076
34522,control,north_america,0,android,1,0,0,36.5944048305504
8307,control,europe,0,android,1,0,0,17.042533981521405
53403,treatment,north_america,0,android,0,0,0,25.508791293556005
13101,control,europe,0,android,1,0,0,12.082573522409175
22821,treatment,north_america,0,android,0,0,0,39.25387248979089
22426,control,africa,0,android,1,0,0,20.29939355632722
6157,treatment,north_america,0,android,0,0,0,25.61661077157403
50159,treatment,north_america,0,android,1,0,0,22.636334504695437
45514,control,europe,0,android,0,0,0,21.19715113155975
34710,control,europe,1,android,0,0,0,20.208970553665782
49428,control,australia,1,android,0,0,0,39.43915555398176
16916,control,africa,1,android,0,0,0,16.254241410804358
28381,treatment,north_america,0,android,0,0,0,27.82243877191881
43021,treatment,europe,0,android,0,0,0,47.72445806446149
24818,control,north_america,0,android,1,0,0,13.120943256611408
29013,treatment,north_america,0,android,1,0,0,2.976878413614681
3455,treatment,north_america,0,android,0,0,0,29.55369811612703
35806,treatment,europe,0,android,1,0,0,29.146301130372635
39152,control,south_america,0,android,1,0,0,37.17860332882229
48131,treatment,north_america,1,android,1,0,0,33.15086487871784
28997,control,north_america,0,android,1,0,0,16.65803562347814
55344,control,north_america,0,android,0,0,0,27.676589936387305
27440,treatment,africa,0,android,1,0,0,6.806021459190306
36487,control,asia,0,android,1,0,0,19.067782776508523
33380,control,europe,0,android,1,0,0,7.691175344982125
40299,treatment,north_america,0,android,1,0,0,0.5920105306301642
24718,treatment,europe,1,android,1,0,0,28.65999039498032
25197,control,north_america,0,android,1,0,0,38.24182148575929
3068,control,africa,0,android,1,0,0,0.9476451540597856
20058,control,europe,0,android,1,0,0,29.726136064494547
27116,control,south_america,0,android,1,0,0,14.166532197380365
14471,control,europe,1,android,1,0,0,6.053073747737195
55421,treatment,north_america,0,android,1,0,0,22.176259486737894
12584,treatment,north_america,0,android,0,0,0,34.70682347940624
3658,treatment,europe,0,android,1,0,0,14.592593895704535
6661,control,europe,1,android,1,0,0,39.485213224667554
42609,treatment,asia,1,android,1,0,0,7.127716690833851
52002,control,europe,0,android,1,0,0,21.699861729695662
667,control,north_america,0,android,1,0,0,19.310370617993183
18523,control,europe,0,android,0,0,0,0.3098300808488427
26731,control,europe,0,android,1,0,0,13.288381749851922
47864,treatment,europe,1,android,1,0,0,35.6517310834596
41370,treatment,north_america,0,android,1,0,0,16.85295366081421
19015,control,north_america,0,android,1,0,0,13.459477556819262
37848,control,europe,0,android,1,0,0,5.237540458072508
34274,control,north_america,0,android,1,0,0,25.678102446441653
44106,control,asia,1,android,0,0,0,0.5921137680137629
11306,control,europe,0,android,1,0,0,13.3254218756151
14850,treatment,north_america,0,android,1,0,0,46.66594166144898
44709,control,africa,1,android,1,1,0,35.45181802019237
17789,control,australia,0,android,1,1,0,37.691634044517066
20380,treatment,europe,0,android,1,0,0,9.39172051704396
34208,control,south_america,0,android,1,1,0,44.24356316968246
58133,control,africa,0,android,1,0,0,18.33531039521054
26082,treatment,europe,0,android,0,0,0,7.903640199802883
21782,control,south_america,0,android,1,0,0,35.31944098817593
13293,treatment,europe,0,android,1,0,0,23.61294114144357
18384,control,europe,0,android,1,1,0,27.27376126399895
48929,control,north_america,0,android,1,0,0,6.108012752982412
11647,treatment,north_america,0,android,0,0,0,0.2305963148936382
44550,control,north_america,0,android,1,0,0,16.947923709883174
8447,control,africa,1,android,1,0,0,16.592025931264104
42089,treatment,africa,0,android,0,0,0,39.34975824716406
23793,treatment,europe,1,android,0,0,0,23.2361190172745
18946,control,north_america,0,android,1,0,0,36.47183925098872
9576,treatment,north_america,0,android,1,0,0,8.891586588215912
42469,treatment,south_america,1,android,1,0,0,11.550431251895668
21862,treatment,north_america,1,android,0,0,0,23.618817900228542
19188,control,north_america,0,android,1,0,0,31.33399797266817
20211,control,south_america,1,android,1,0,0,28.59319101738483
5108,control,australia,0,android,1,0,0,40.167808003303534
51965,treatment,europe,0,android,0,0,0,17.779441226973297
8263,treatment,north_america,0,android,0,0,0,25.347023020851843
19732,treatment,north_america,0,android,1,1,0,36.95492286759539
54664,treatment,africa,0,android,1,0,0,22.21920368722764
23557,control,south_america,0,android,1,0,0,26.54484034959976
37157,control,north_america,1,android,1,0,0,30.52346839281767
5215,control,north_america,1,android,1,0,0,46.1057310155588
33013,treatment,north_america,0,android,0,0,0,35.91275767721137
35708,treatment,europe,0,android,0,0,0,37.52654292210497
32451,treatment,south_america,0,android,0,0,0,46.079024452935954
36148,control,africa,0,android,0,0,0,41.61910533031355
35457,treatment,north_america,0,android,0,0,0,40.47807040850736
3696,control,north_america,0,android,1,0,0,2.9965154705264965
42522,control,north_america,0,android,1,0,0,43.36954619999776
30768,control,australia,1,android,1,0,0,8.133124627308288
3077,control,australia,0,android,1,0,0,10.240246224207516
56946,control,north_america,0,android,1,0,0,8.302013956555179
12594,control,north_america,0,android,1,0,0,3.5228735514734324
2624,control,north_america,0,android,1,0,0,32.833377243887305
12649,treatment,north_america,0,android,0,0,0,18.611136864062374
44368,control,north_america,0,android,1,0,0,6.077070565081806
10590,control,europe,1,android,1,0,0,47.138932941850165
14658,control,south_america,0,android,1,0,0,13.365210733176594
31939,control,europe,0,android,0,0,0,23.547044898647048
41683,treatment,africa,0,android,1,0,0,17.851780166842783
44302,control,europe,1,android,0,0,0,0.6928520173042412
11242,treatment,europe,0,android,0,0,0,18.93624174265364
39619,control,south_america,0,android,1,0,0,5.0687215205571015
28532,control,europe,0,android,1,0,0,3.744146122386544
10415,treatment,south_america,1,android,0,0,0,0.7527744310958924
37754,treatment,europe,1,android,0,0,0,13.80886288728264
27778,treatment,europe,0,android,1,0,0,12.653356020314964
7824,control,asia,0,android,0,0,0,7.560656241421835
24895,treatment,north_america,0,android,1,0,0,0.6853835648285667
26234,control,europe,0,android,1,0,0,47.10276494864832
52875,treatment,north_america,0,android,1,0,0,45.1569634112194
23721,treatment,europe,0,android,1,0,0,17.41429227411481
11884,control,europe,0,android,1,0,0,8.769713659032272
6397,control,south_america,1,android,1,0,0,42.246087059119496
52312,control,asia,0,android,1,0,0,27.287572936886537
2178,treatment,africa,0,android,1,0,0,33.85667053810401
59901,treatment,north_america,1,android,1,0,0,25.85314261660334
21234,control,south_america,0,android,0,0,0,25.502996362662213
31642,control,north_america,0,android,1,0,0,10.181412939777584
48084,control,north_america,0,android,0,0,0,1.4432614329389968
34916,treatment,europe,0,android,0,0,0,42.04106521125174
54613,control,europe,0,android,1,0,0,44.12707104623577
19847,control,north_america,0,android,1,0,0,25.07521684130547
49242,control,south_america,1,android,1,0,0,4.161082583989401
50187,control,europe,0,android,1,0,0,12.602850220465085
49225,control,australia,0,android,1,0,0,27.04054455258362
23079,treatment,africa,0,android,0,0,0,24.44095830730989
43643,treatment,africa,0,android,0,0,0,24.826016154706224
48431,control,north_america,0,android,1,0,0,26.687947133930788
24519,control,north_america,0,android,1,0,0,36.51607717351809
42784,treatment,north_america,1,android,1,0,0,26.97702810340884
8903,control,north_america,0,android,1,0,0,3.676102801593421
40424,treatment,africa,0,android,1,0,0,4.251989730724291
51169,control,north_america,0,android,1,0,0,33.72389926797493
54008,treatment,europe,0,android,1,1,0,30.878589309673096
22986,control,europe,0,android,1,0,0,41.27557303378862
10086,control,north_america,1,android,1,0,0,29.79416730413775
3710,control,europe,1,android,1,0,0,29.940953944081304
24581,treatment,north_america,0,android,0,0,0,27.887971213764576
51023,control,africa,0,android,1,0,0,17.854043909931217
54188,control,north_america,0,android,1,0,0,42.26082848121289
20484,treatment,north_america,0,android,1,0,0,24.88265761101603
11194,treatment,australia,0,android,0,0,0,0.9431084838079395
44599,control,europe,0,android,1,0,0,30.448721266431
260,control,south_america,0,android,1,0,0,21.262844510774137
1169,treatment,north_america,0,android,0,0,0,9.038428894961198
11326,control,europe,0,android,0,0,0,39.472158239393735
38402,treatment,north_america,0,android,1,0,0,31.082163487224037
2194,treatment,north_america,0,android,0,0,0,0.9555558708839108
16317,treatment,asia,0,android,0,0,0,26.71930550247832
47875,treatment,north_america,0,android,0,0,0,46.83868945316037
39181,control,europe,0,android,0,0,0,41.13005358363868
16537,control,europe,1,android,1,0,0,27.93152800358337
51671,control,south_america,0,android,0,0,0,21.103328231200965
37890,control,north_america,1,android,1,0,0,40.10105191027756
25080,treatment,north_america,0,android,0,0,0,22.25378196311343
15166,control,north_america,0,android,0,0,0,1.335776864313009
54082,treatment,europe,0,android,0,0,0,25.264856339191503
48808,treatment,north_america,0,android,0,0,0,9.144148371909749
34895,control,north_america,0,android,1,0,0,1.667922767930095
7205,treatment,australia,0,android,0,0,0,18.659400021441314
49455,treatment,north_america,0,android,0,0,0,3.383659980340096
