id_user,variant,new_active_listing,new_booked_listing,new_cancelled_listing,hrs_to_cohort
72795,treatment,0,0,0,14.148575078402608
44120,treatment,1,0,0,38.148120472383695
7175,control,1,0,0,18.421490263759924
98167,treatment,1,0,0,6.665938922433996
4729,treatment,0,0,0,35.27311301933642
86013,control,1,0,0,41.3054828492964
19503,control,0,0,0,41.73041269175214
102510,control,0,0,0,32.47273615590415
100561,treatment,1,1,0,5.265817073484456
109283,treatment,1,0,0,42.55519547050614
25869,control,0,0,0,26.43851391660304
95956,control,0,0,0,3.0023352373789898
21565,control,0,0,0,41.078549791659555
25587,control,0,0,0,16.59474816049105
60624,control,1,0,0,24.10901510106622
78192,control,1,1,0,17.30121072873
10122,treatment,1,1,0,8.04431721439228
100888,control,1,0,0,26.96009823212636
9265,treatment,0,0,0,5.622677447882932
81926,treatment,1,1,0,0.7402220505312596
102830,treatment,1,0,0,32.4234450784317
15078,control,1,0,0,19.845656051646355
95029,treatment,1,0,0,13.28508630573626
38406,treatment,0,0,0,7.519760742672391
7358,treatment,0,0,0,36.455816019044725
41123,control,0,0,0,7.261302412455479
94042,control,0,0,0,23.094758373292304
102815,control,0,0,0,3.8266392459262004
73246,control,0,0,0,11.649840485321722
104723,control,0,0,0,18.191006189675246
105742,control,1,0,0,18.928897449087124
85741,treatment,1,0,0,9.639010615065931
41501,treatment,1,0,0,15.597812709719056
37531,control,0,0,0,45.790511551239
44628,treatment,0,0,0,16.685490452083293
75242,control,0,0,0,0.5498180706613863
50611,treatment,1,1,0,1.0938389760104523
36572,control,0,0,0,45.4020207484066
9753,treatment,0,0,0,7.803684259817657
49932,control,1,0,0,4.901644153868851
59847,treatment,1,0,0,11.142540134880136
52573,control,0,0,0,21.618949417050118
29237,control,0,0,0,24.543481784772872
8066,control,1,0,0,23.49027822419537
48160,control,1,0,0,1.1636376857148898
53272,treatment,0,0,0,23.23197424409562
11387,treatment,0,0,0,43.19891510643913
33450,treatment,1,0,0,38.93306700966452
53746,control,1,1,0,35.53180004150483
95047,treatment,0,0,0,37.190051739212215
2024,control,0,0,0,27.790031485497433
71948,control,0,0,0,7.150288600980775
44390,control,0,0,0,21.168282340310142
90582,treatment,1,0,0,44.37005983695112
89670,control,0,0,0,23.8279828147587
97354,control,1,0,0,10.937246107981743
18766,control,1,0,0,20.045508465614393
17021,control,0,0,0,7.531426990332318
28964,treatment,0,0,0,40.24948166269768
30886,control,0,0,0,7.825227709407589
111077,control,0,0,0,29.14801281071453
45291,control,1,0,0,3.6165831503227572
56258,control,1,0,0,1.6553142341454035
90066,treatment,1,0,0,30.25176512966689
33885,control,0,0,0,1.9419876345595106
77091,treatment,0,0,0,42.489391417936496
87864,control,0,0,0,10.652957534004951
67941,treatment,1,0,0,36.735996941106876
15361,treatment,0,0,0,8.286560350659045
67821,control,1,0,0,4.156506956947138
91107,control,0,0,0,12.437157329886723
42728,treatment,1,1,0,6.263429249739875
52056,control,0,0,0,1.889383776749628
88119,treatment,1,0,0,6.976491420406041
21135,treatment,1,1,0,9.519158399317876
67236,treatment,1,0,0,2.0345647305139947
104653,control,1,0,0,4.617383583700409
35458,control,0,0,0,19.038620037490205
53752,control,1,0,0,10.023166635516908
4410,control,0,0,0,35.626710890482975
26727,treatment,1,1,1,14.138897361745412
76462,treatment,1,0,0,40.759178078770184
77227,control,0,0,0,34.175898578711156
73946,treatment,0,0,0,30.050448357182283
97448,control,0,0,0,3.1108380654127057
109628,treatment,0,0,0,17.41984250645443
108021,treatment,1,0,0,21.465654906500266
43321,control,0,0,0,47.72594188042861
97122,treatment,1,1,0,22.8890082864128
62028,control,1,0,0,28.32624742788848
82743,treatment,1,0,0,46.87884301441915
3373,control,1,1,0,5.985398582642711
62144,treatment,1,0,0,7.940171045989295
37209,treatment,0,0,0,45.276493831991445
25438,treatment,1,0,0,0.34574246548252024
110992,treatment,1,1,0,17.928394147189877
41334,control,0,0,0,39.40795093817509
70736,control,0,0,0,35.860225733254325
96466,treatment,1,0,0,12.123386805017075
46006,control,0,0,0,4.187965874022174
46869,control,1,0,0,12.846046228382278
84205,control,0,0,0,7.99038359601708
16334,treatment,1,0,0,40.540037421313215
67949,control,1,0,0,26.257610394489525
23179,treatment,0,0,0,12.791181483741568
68080,control,0,0,0,10.734668557021628
25198,treatment,1,0,0,39.555204756563015
13262,treatment,1,1,0,16.894188053617444
35812,treatment,0,0,0,13.44685541221927
111263,treatment,0,0,0,18.0086288787372
6769,treatment,0,0,0,33.62154466841523
20017,control,1,0,0,6.167433410645945
104510,treatment,0,0,0,34.76677843211061
66223,control,1,0,0,46.56010923508806
37413,treatment,0,0,0,4.115427690526509
5383,control,1,0,0,24.01848239647783
45563,control,1,0,0,33.06168622279025
81915,treatment,0,0,0,24.088113584259656
50828,treatment,0,0,0,38.568720019565745
86002,control,1,0,0,28.927091472700667
1837,control,1,0,0,31.116498635913082
