id_user,variant,continent,booked_previously,device,new_active_listing,new_booked_listing,new_cancelled_listing
696,control,north_america,0,android,0,0,0
1868,control,north_america,0,android,1,0,0
188,control,australia,0,ios,0,0,0
1530,control,north_america,0,ios,0,0,0
504,control,europe,0,android,1,0,0
755,control,north_america,0,web,1,0,0
618,control,north_america,0,android,1,0,0
106,control,north_america,0,ios,0,0,0
1872,control,north_america,1,ios,1,0,0
1445,control,north_america,0,web,1,0,0
1,control,europe,0,ios,1,0,0
679,control,europe,0,android,1,0,0
931,control,north_america,0,ios,0,0,0
535,control,africa,0,android,1,0,0
1347,control,europe,0,android,0,0,0
399,control,north_america,0,ios,0,0,0
40,control,north_america,0,android,0,0,0
904,control,europe,0,ios,1,0,0
304,control,europe,1,android,1,0,0
661,control,asia,0,web,0,0,0
1592,control,north_america,0,android,1,0,0
1137,control,europe,0,android,0,0,0
1115,control,north_america,0,ios,0,0,0
59,control,north_america,0,android,0,0,0
703,control,europe,0,ios,1,0,0
1906,control,north_america,0,ios,1,1,0
1707,control,north_america,0,android,1,1,0
1531,control,south_america,0,android,1,1,0
120,control,europe,0,android,1,0,0
474,control,north_america,0,android,1,0,0
1799,control,europe,1,android,1,0,0
1601,control,north_america,0,ios,0,0,0
1473,control,europe,1,android,1,0,0
1624,control,europe,0,ios,0,0,0
642,control,north_america,0,android,1,0,0
396,control,north_america,1,android,0,0,0
693,control,north_america,0,android,1,1,0
1693,control,australia,0,ios,1,0,0
491,control,south_america,0,android,1,0,0
1862,control,north_america,1,ios,0,0,0
1082,control,asia,1,android,1,0,0
1456,control,north_america,0,ios,0,0,0
845,control,north_america,0,ios,1,0,0
320,control,europe,0,android,0,0,0
1486,control,asia,0,android,1,1,0
821,control,south_america,0,android,1,0,0
1214,control,south_america,0,android,1,0,0
1012,control,europe,0,ios,1,0,0
1189,control,south_america,0,android,0,0,0
517,control,north_america,0,ios,1,0,0
1181,control,asia,0,android,1,1,0
669,control,north_america,1,ios,1,0,0
322,control,north_america,0,ios,0,0,0
1747,control,africa,0,android,1,0,0
1127,control,europe,1,android,1,0,0
522,control,australia,0,ios,1,1,0
1055,control,north_america,0,android,1,0,0
485,control,asia,0,web,1,1,0
1471,control,europe,0,android,1,0,0
1614,control,africa,0,android,0,0,0
1583,control,south_america,0,android,1,0,0
807,control,north_america,0,ios,1,0,0
524,control,north_america,1,ios,1,0,0
874,control,north_america,0,ios,0,0,0
1117,control,europe,0,android,1,1,0
454,control,south_america,1,android,1,0,0
760,control,south_america,0,android,1,0,0
1559,control,europe,0,android,1,0,0
718,control,north_america,0,android,1,0,0
1151,control,australia,0,android,0,0,0
1099,control,europe,0,ios,1,0,0
1430,control,north_america,0,ios,1,0,0
1543,control,north_america,0,android,0,0,0
1733,control,south_america,0,ios,1,0,0
442,control,north_america,0,ios,1,0,0
1557,control,north_america,0,android,1,1,0
1650,control,north_america,0,android,0,0,0
1411,control,north_america,0,android,0,0,0
218,control,north_america,0,android,1,0,0
589,control,africa,0,android,1,0,0
344,control,europe,0,android,1,0,0
1670,control,europe,1,ios,1,0,0
1136,control,europe,0,android,1,0,0
1652,control,europe,1,android,0,0,0
1322,control,europe,0,android,0,0,0
1616,control,africa,1,android,1,1,0
433,control,north_america,0,ios,1,0,0
1378,control,north_america,0,ios,1,0,0
1475,control,australia,0,ios,1,0,0
168,control,south_america,1,android,1,0,0
1405,control,europe,0,ios,0,0,0
1077,control,europe,0,ios,0,0,0
138,control,north_america,1,android,1,1,0
843,control,south_america,0,android,1,1,0
1595,control,north_america,0,ios,0,0,0
1924,control,africa,0,android,0,0,0
97,control,north_america,1,ios,1,0,0
920,control,north_america,0,ios,1,0,0
822,control,europe,0,android,1,0,0
255,control,north_america,0,ios,1,1,0
37,control,north_america,1,web,0,0,0
1078,control,south_america,1,android,1,0,0
1271,control,africa,0,android,0,0,0
229,control,europe,0,ios,0,0,0
89,control,europe,0,android,0,0,0
25,control,north_america,0,ios,0,0,0
1006,control,europe,0,web,0,0,0
1504,control,europe,0,ios,1,0,0
1004,control,north_america,1,ios,0,0,0
429,control,asia,0,android,1,0,0
285,control,europe,0,android,1,0,0
472,control,asia,0,web,1,1,0
600,control,europe,0,android,1,0,0
318,control,north_america,0,android,0,0,0
815,control,north_america,0,android,1,0,0
683,control,north_america,0,ios,0,0,0
1696,control,europe,1,ios,1,0,0
900,control,africa,0,web,0,0,0
1363,control,africa,0,android,1,0,0
1674,control,europe,0,android,0,0,0
1643,control,north_america,1,android,1,0,0
3,control,africa,0,android,1,1,0
978,control,north_america,0,ios,1,0,0
1815,control,north_america,0,android,1,0,0
1528,control,north_america,1,android,0,0,0
1735,control,north_america,0,android,0,0,0
1029,control,europe,0,ios,1,0,0
1691,control,south_america,0,android,0,0,0
1637,control,europe,1,android,1,1,0
338,control,africa,0,android,1,0,0
1901,control,north_america,0,ios,0,0,0
532,control,europe,0,android,1,1,0
104,control,africa,0,web,1,1,0
79,control,europe,0,ios,1,1,0
1067,control,north_america,0,web,0,0,0
1676,control,europe,1,android,1,0,0
528,control,north_america,0,web,1,0,0
216,control,north_america,0,android,1,0,0
1270,control,north_america,1,ios,0,0,0
997,control,north_america,0,ios,1,0,0
584,control,north_america,0,android,0,0,0
471,control,europe,1,android,1,0,0
270,control,north_america,0,web,1,0,0
515,control,north_america,0,ios,0,0,0
1498,control,north_america,0,android,1,0,0
343,control,north_america,0,ios,1,1,0
759,control,north_america,1,ios,1,0,0
1306,control,africa,0,android,1,1,0
1389,control,north_america,0,android,0,0,0
771,control,north_america,0,android,1,0,0
1923,control,africa,0,android,1,0,0
1147,control,europe,1,android,0,0,0
421,control,north_america,1,ios,1,0,0
1461,control,europe,1,android,1,0,0
521,control,africa,0,web,1,0,0
1883,control,south_america,0,android,1,0,0
516,control,asia,0,android,1,0,0
95,control,africa,0,android,0,0,0
509,control,north_america,0,ios,1,0,0
391,control,north_america,0,ios,1,0,0
663,control,europe,1,android,1,0,0
586,control,north_america,0,android,0,0,0
464,control,north_america,0,web,1,0,0
1238,control,asia,0,web,0,0,0
1604,control,africa,0,android,1,0,0
1015,control,north_america,1,ios,0,0,0
1201,control,north_america,1,ios,0,0,0
1393,control,south_america,0,web,1,0,0
258,control,south_america,0,android,1,0,0
1211,control,north_america,0,ios,1,0,0
645,control,north_america,0,ios,0,0,0
1386,control,north_america,0,ios,0,0,0
1093,control,north_america,0,ios,1,0,0
360,control,europe,0,android,1,0,0
71,control,europe,0,android,1,0,0
1516,control,north_america,0,ios,1,0,0
1150,control,north_america,1,android,1,0,0
1727,control,north_america,0,ios,1,1,0
1223,control,africa,1,ios,1,0,0
1573,control,europe,0,ios,0,0,0
1485,control,north_america,0,ios,1,0,0
674,control,north_america,0,ios,1,0,0
105,control,europe,0,android,1,1,0
954,control,north_america,0,ios,1,0,0
1438,control,north_america,0,ios,1,0,0
108,control,south_america,0,android,1,0,0
1541,control,north_america,1,android,1,0,0
837,control,north_america,0,ios,1,0,0
408,control,africa,0,android,1,0,0
995,control,north_america,0,ios,0,0,0
1692,control,europe,0,android,0,0,0
1787,control,africa,1,android,0,0,0
231,control,south_america,0,web,1,0,0
394,control,north_america,0,android,0,0,0
1700,control,europe,1,android,0,0,0
1209,control,north_america,0,android,0,0,0
1175,control,europe,1,android,1,1,0
1307,control,africa,0,web,0,0,0
1010,control,north_america,0,ios,1,0,0
1808,control,africa,0,android,0,0,0
1563,control,north_america,0,ios,1,0,0
484,control,europe,0,android,0,0,0
312,control,asia,0,android,1,1,0
832,control,north_america,1,android,1,0,0
1176,control,north_america,0,android,1,0,0
1208,control,north_america,0,web,0,0,0
1230,control,north_america,0,ios,1,0,0
1668,control,australia,0,ios,1,0,0
341,control,north_america,0,ios,1,0,0
349,control,north_america,0,android,1,0,0
861,control,south_america,0,android,1,0,0
305,control,north_america,1,ios,1,0,0
739,control,north_america,0,ios,1,0,0
1829,control,europe,0,android,1,0,0
1111,control,africa,0,web,1,1,0
1897,control,north_america,0,ios,1,0,0
1305,control,north_america,0,ios,1,0,0
371,control,europe,1,android,1,0,0
350,control,asia,0,android,0,0,0
1311,control,north_america,0,android,0,0,0
667,control,north_america,0,ios,1,0,0
329,control,north_america,1,ios,0,0,0
1293,control,north_america,0,android,0,0,0
795,control,europe,1,android,0,0,0
1242,control,asia,0,android,1,0,0
352,control,north_america,0,android,1,0,0
896,control,australia,0,android,0,0,0
272,control,south_america,0,android,1,0,0
1750,control,north_america,0,android,1,0,0
885,control,australia,0,ios,1,1,0
577,control,north_america,0,ios,0,0,0
1720,control,europe,1,android,1,0,0
201,control,north_america,0,android,0,0,0
658,control,north_america,0,android,0,0,0
950,control,north_america,0,android,0,0,0
1334,control,north_america,0,ios,1,0,0
488,control,north_america,0,web,1,1,0
1602,control,europe,0,android,1,0,0
940,control,north_america,0,android,1,0,0
1590,control,north_america,0,android,1,0,0
196,control,north_america,0,ios,1,1,0
1446,control,africa,0,android,1,0,0
849,control,europe,0,ios,1,0,0
1673,control,north_america,0,android,1,0,0
917,control,north_america,1,android,1,1,0
1739,control,north_america,0,ios,1,0,0
991,control,south_america,0,android,1,0,0
1183,control,europe,0,web,0,0,0
1245,control,europe,0,ios,1,0,0
307,control,north_america,0,ios,0,0,0
721,control,europe,0,ios,0,0,0
1357,control,africa,1,android,0,0,0
935,control,north_america,0,ios,1,0,0
907,control,europe,1,android,0,0,0
876,control,north_america,0,android,0,0,0
1514,control,north_america,0,ios,1,0,0
1860,control,north_america,0,android,1,0,0
43,control,north_america,0,ios,1,0,0
20,control,north_america,0,ios,0,0,0
1109,control,europe,0,android,1,1,0
170,control,north_america,0,ios,1,0,0
1587,control,asia,0,android,1,1,0
1130,control,north_america,1,ios,1,0,0
1398,control,north_america,0,ios,1,0,0
606,control,europe,0,android,1,0,0
1265,control,north_america,0,ios,0,0,0
1594,control,north_america,0,android,1,0,0
744,control,europe,0,android,1,0,0
1608,control,north_america,0,android,0,0,0
1292,control,europe,0,android,0,0,0
1377,control,north_america,0,ios,1,0,0
1295,control,north_america,0,ios,0,0,0
1477,control,north_america,0,ios,1,0,0
301,control,north_america,1,ios,1,0,0
932,control,europe,0,android,1,0,0
1757,control,north_america,0,ios,1,0,0
1437,control,north_america,0,ios,1,0,0
1179,control,south_america,0,android,0,0,0
1107,control,europe,0,ios,1,0,0
78,control,north_america,1,web,1,0,0
701,control,north_america,0,android,0,0,0
1512,control,north_america,0,android,0,0,0
1682,control,north_america,0,android,1,0,0
443,control,north_america,0,ios,0,0,0
182,control,europe,0,ios,1,0,0
777,control,south_america,1,android,1,0,0
1288,control,africa,0,ios,1,1,0
1172,control,africa,0,android,1,1,0
1098,control,north_america,0,ios,1,1,0
639,control,africa,0,android,1,0,0
965,control,north_america,0,android,1,1,0
620,control,north_america,0,ios,1,0,0
1505,control,europe,1,android,1,0,0
1495,control,europe,0,android,1,0,0
1780,control,europe,0,android,0,0,0
1702,control,south_america,0,android,1,0,0
604,control,north_america,0,ios,0,0,0
23,control,africa,0,android,1,0,0
1584,control,europe,0,android,1,1,0
492,control,north_america,0,web,1,0,0
1630,control,north_america,0,web,1,1,0
1556,control,north_america,0,android,1,0,0
337,control,south_america,0,android,0,0,0
1690,control,europe,0,android,1,0,0
700,control,europe,0,android,1,0,0
1028,control,north_america,1,android,1,0,0
339,control,north_america,0,android,1,0,0
1216,control,europe,0,ios,1,0,0
1232,control,north_america,0,web,1,1,0
444,control,north_america,1,android,1,0,0
287,control,australia,1,android,1,0,0
434,control,north_america,0,android,1,0,0
1303,control,north_america,1,android,1,0,0
145,control,north_america,0,ios,1,1,0
1124,control,north_america,0,ios,0,0,0
1553,control,europe,0,android,1,0,0
1298,control,europe,1,ios,0,0,0
397,control,europe,0,android,1,0,0
387,control,north_america,0,web,1,0,0
1014,control,australia,0,ios,1,0,0
221,control,africa,0,android,1,0,0
905,control,north_america,0,android,1,0,0
756,control,europe,0,android,1,0,0
1642,control,europe,0,android,0,0,0
1330,control,south_america,0,web,1,0,0
435,control,africa,0,android,1,0,0
187,control,asia,0,ios,1,0,0
1483,control,north_america,0,ios,1,1,0
146,control,europe,0,android,1,0,0
415,control,north_america,0,ios,1,0,0
74,control,europe,1,ios,1,0,0
1173,control,africa,0,android,1,1,0
1810,control,australia,0,android,1,0,0
1830,control,asia,0,android,1,0,0
100,control,europe,0,web,1,0,0
1895,control,africa,0,ios,1,1,0
1745,control,europe,0,android,1,1,0
505,control,north_america,0,ios,0,0,0
1873,control,north_america,0,ios,1,0,0
1671,control,north_america,0,ios,1,0,0
431,control,africa,0,android,1,0,0
520,control,north_america,0,ios,0,0,0
1561,control,north_america,0,ios,1,0,0
1833,control,europe,0,android,0,0,0
1680,control,north_america,0,ios,1,0,0
602,control,north_america,0,ios,0,0,0
448,control,north_america,0,android,1,0,0
1484,control,australia,0,ios,1,0,0
1068,control,north_america,0,android,0,0,0
1831,control,europe,0,ios,1,0,0
831,control,europe,0,ios,1,1,1
743,control,europe,0,ios,1,0,0
1079,control,africa,0,web,1,0,0
1199,control,north_america,1,web,1,0,0
1373,control,north_america,0,android,1,1,0
1204,control,europe,0,android,0,0,0
1542,control,north_america,0,web,0,0,0
1089,control,asia,0,ios,1,0,0
1258,control,north_america,0,android,0,0,0
1207,control,europe,0,android,0,0,0
796,control,south_america,0,web,1,1,0
714,control,europe,0,android,1,0,0
818,control,north_america,0,android,1,0,0
902,control,south_america,0,ios,0,0,0
1203,control,europe,1,android,0,0,0
536,control,north_america,0,android,0,0,0
1019,control,africa,1,web,1,0,0
1003,control,europe,0,ios,0,0,0
327,control,europe,0,android,0,0,0
131,control,north_america,0,android,0,0,0
76,control,north_america,1,ios,0,0,0
1073,control,south_america,0,web,0,0,0
798,control,africa,0,android,1,1,0
1037,control,europe,0,android,0,0,0
598,control,europe,0,android,0,0,0
1452,control,europe,0,android,1,0,0
220,control,europe,1,ios,1,0,0
859,control,europe,1,android,1,1,0
381,control,south_america,1,android,1,0,0
203,control,north_america,0,android,1,0,0
321,control,europe,0,web,1,1,0
1753,control,south_america,0,android,0,0,0
19,control,north_america,0,ios,1,0,0
501,control,north_america,0,ios,1,1,0
1894,control,europe,0,android,0,0,0
575,control,north_america,0,android,1,0,0
47,control,north_america,0,ios,0,0,0
1259,control,europe,0,ios,0,0,0
1371,control,europe,0,ios,0,0,0
1343,control,north_america,0,android,1,0,0
1400,control,north_america,0,ios,1,0,0
1627,control,south_america,0,android,1,0,0
496,control,europe,0,web,1,0,0
1487,control,north_america,1,ios,0,0,0
585,control,north_america,0,ios,1,0,0
234,control,asia,0,android,1,0,0
1763,control,north_america,0,ios,1,1,0
1664,control,north_america,0,android,0,0,0
356,control,south_america,0,android,1,0,0
1049,control,europe,0,android,0,0,0
791,control,north_america,0,ios,1,0,0
1640,control,north_america,0,ios,1,0,0
1845,control,europe,0,ios,0,0,0
1490,control,north_america,0,ios,1,1,0
290,control,europe,0,android,1,1,0
468,control,europe,0,android,1,1,0
884,control,north_america,0,ios,1,0,0
1551,control,north_america,0,ios,0,0,0
1404,control,europe,0,android,1,0,0
178,control,europe,0,android,1,0,0
1329,control,north_america,0,web,1,1,0
56,control,north_america,0,ios,1,0,0
202,control,europe,0,android,0,0,0
811,control,north_america,0,ios,1,0,0
169,control,australia,0,ios,0,0,0
1684,control,north_america,1,android,1,0,0
1918,control,north_america,0,ios,1,0,0
1922,control,australia,1,ios,0,0,0
50,control,europe,0,android,1,1,0
1554,control,australia,1,ios,0,0,0
1817,control,europe,0,android,1,1,1
797,control,south_america,0,android,1,0,0
945,control,north_america,0,ios,1,0,0
1114,control,north_america,0,android,0,0,0
560,control,north_america,1,ios,1,0,0
801,control,north_america,0,android,0,0,0
1224,control,south_america,1,android,1,0,0
1718,control,asia,0,android,0,0,0
635,control,europe,0,ios,1,1,0
1096,control,south_america,1,android,1,0,0
183,control,africa,1,android,1,0,0
164,control,north_america,1,android,1,0,0
1569,control,north_america,1,ios,0,0,0
855,control,north_america,0,web,0,0,0
1539,control,europe,0,android,1,0,0
925,control,south_america,0,android,0,0,0
906,control,north_america,0,ios,0,0,0
511,control,north_america,0,ios,1,0,0
617,control,north_america,0,ios,1,0,0
1244,control,north_america,0,web,0,0,0
11,control,europe,0,android,1,0,0
1369,control,europe,0,android,1,0,0
542,control,europe,1,android,1,0,0
1323,control,north_america,0,ios,1,1,0
462,control,north_america,0,android,1,0,0
206,control,south_america,0,android,0,0,0
195,control,europe,1,android,1,0,0
438,control,south_america,0,android,1,0,0
375,control,north_america,0,web,0,0,0
788,control,europe,1,ios,1,0,0
227,control,south_america,1,android,1,0,0
1859,control,north_america,0,ios,1,0,0
699,control,europe,1,android,1,1,0
1517,control,north_america,0,android,1,1,0
799,control,north_america,1,web,1,0,0
26,control,europe,0,ios,0,0,0
53,control,north_america,0,android,1,0,0
451,control,europe,1,android,0,0,0
559,control,europe,1,android,1,0,0
838,control,north_america,1,ios,1,0,0
745,control,north_america,0,web,0,0,0
1790,control,north_america,1,ios,0,0,0
747,control,europe,0,android,1,0,0
495,control,north_america,0,ios,0,0,0
86,control,europe,0,android,1,0,0
342,control,africa,0,android,1,0,0
325,control,europe,0,android,1,0,0
1519,control,africa,0,android,1,0,0
1370,control,north_america,0,ios,1,1,0
58,control,europe,0,android,1,0,0
1432,control,south_america,1,web,1,1,0
1262,control,europe,0,web,0,0,0
1881,control,south_america,0,android,1,1,0
955,control,europe,1,android,0,0,0
1626,control,north_america,0,ios,1,0,0
1547,control,europe,0,android,1,0,0
912,control,north_america,0,android,1,0,0
836,control,europe,0,android,0,0,0
1169,control,asia,0,android,0,0,0
1187,control,asia,0,ios,1,1,0
971,control,north_america,0,ios,1,0,0
275,control,africa,0,android,1,0,0
882,control,africa,0,android,0,0,0
289,control,south_america,0,android,1,0,0
386,control,europe,0,web,1,0,0
364,control,north_america,0,ios,1,0,0
1358,control,africa,0,android,0,0,0
607,control,south_america,1,web,1,0,0
1562,control,europe,1,android,1,0,0
1617,control,north_america,0,android,0,0,0
740,control,europe,1,ios,1,0,0
929,control,australia,0,web,0,0,0
280,control,africa,0,android,0,0,0
166,control,north_america,1,ios,1,0,0
503,control,europe,0,android,1,0,0
828,control,north_america,1,ios,1,0,0
765,control,north_america,1,android,0,0,0
264,control,north_america,0,web,1,0,0
1842,control,asia,0,android,1,0,0
652,control,europe,1,android,0,0,0
427,control,north_america,0,android,0,0,0
1851,control,south_america,0,android,1,0,0
951,control,europe,0,android,1,0,0
256,control,europe,0,android,1,0,0
1415,control,asia,0,android,1,0,0
351,control,europe,0,android,0,0,0
1867,control,europe,0,android,0,0,0
1233,control,europe,0,ios,0,0,0
1433,control,north_america,0,ios,0,0,0
1493,control,north_america,0,ios,1,1,0
1236,control,north_america,1,android,1,1,0
94,control,north_america,0,ios,1,1,0
705,control,africa,0,web,1,0,0
930,control,europe,0,android,1,0,0
101,control,asia,0,ios,0,0,0
782,control,europe,0,ios,1,0,0
927,control,europe,0,android,1,0,0
1784,control,europe,0,android,1,0,0
1431,control,south_america,1,android,0,0,0
35,control,australia,1,ios,0,0,0
1675,control,australia,1,web,1,0,0
1742,control,europe,0,android,1,0,0
156,control,north_america,0,ios,0,0,0
